GEOID,STATEFP,STATE,COUNTYFP,COUNTY,POP_25OV22,N_HSDIP22,HS_DIP22,SOM_COLL22,ASSO_DEG22,BACH_DEG22,MAST_DEG22,PROF_DEG22,DOCT_DEG22
26055550402,26, Michigan,055, Grand Traverse County,3478,196,832,981,331,700,303,124,11
26055550500,26, Michigan,055, Grand Traverse County,4070,319,1227,1072,588,461,357,46,0
26055550601,26, Michigan,055, Grand Traverse County,1893,77,446,286,249,733,84,0,18
26055550602,26, Michigan,055, Grand Traverse County,4304,134,1042,1083,447,1003,554,41,0
26055550603,26, Michigan,055, Grand Traverse County,1456,113,576,384,100,209,74,0,0
26055550701,26, Michigan,055, Grand Traverse County,3542,57,678,677,461,782,484,283,120
26055550702,26, Michigan,055, Grand Traverse County,3373,244,962,1063,258,512,276,33,25
26055550801,26, Michigan,055, Grand Traverse County,1542,114,275,226,393,343,148,25,18
26055550802,26, Michigan,055, Grand Traverse County,3270,106,649,650,288,1030,316,118,113
26055550900,26, Michigan,055, Grand Traverse County,3875,0,401,574,433,1249,788,256,174
26055551000,26, Michigan,055, Grand Traverse County,3563,102,667,515,145,1351,561,128,94
26055551100,26, Michigan,055, Grand Traverse County,3118,182,616,665,553,704,307,51,40
26055551200,26, Michigan,055, Grand Traverse County,2494,105,437,627,204,615,404,50,52
26055551301,26, Michigan,055, Grand Traverse County,1020,45,302,382,16,176,50,23,26
26055551302,26, Michigan,055, Grand Traverse County,2800,272,629,796,364,537,151,41,10
26055551303,26, Michigan,055, Grand Traverse County,2221,289,790,611,209,297,6,0,19
26055551400,26, Michigan,055, Grand Traverse County,4121,187,795,1091,495,825,561,75,92
26055551500,26, Michigan,055, Grand Traverse County,2548,89,338,466,141,786,381,250,97
26055990000,26, Michigan,055, Grand Traverse County,0,0,0,0,0,0,0,0,0
26123970100,26, Michigan,123, Newaygo County,3421,378,1485,654,387,345,146,20,6
26123970300,26, Michigan,123, Newaygo County,2796,342,1358,645,237,143,71,0,0
26123970400,26, Michigan,123, Newaygo County,3554,232,1400,775,389,537,191,23,7
26123970500,26, Michigan,123, Newaygo County,3370,226,989,785,239,713,324,66,28
26123970600,26, Michigan,123, Newaygo County,3056,326,1052,519,193,602,276,51,37
26123970700,26, Michigan,123, Newaygo County,2957,587,1142,714,256,165,80,4,9
26123970800,26, Michigan,123, Newaygo County,2657,381,1373,516,147,187,20,17,16
26123970900,26, Michigan,123, Newaygo County,3363,300,1428,794,389,286,100,31,35
26123971000,26, Michigan,123, Newaygo County,3555,400,1287,764,457,500,118,25,4
26123971100,26, Michigan,123, Newaygo County,3067,212,1266,686,358,384,132,21,8
26123971200,26, Michigan,123, Newaygo County,3427,339,1323,720,342,510,131,38,24
26103000100,26, Michigan,103, Marquette County,1375,22,176,182,105,522,237,59,72
26103000200,26, Michigan,103, Marquette County,1263,5,161,218,154,434,185,47,59
26103000300,26, Michigan,103, Marquette County,1567,139,615,283,149,257,72,34,18
26103000400,26, Michigan,103, Marquette County,1113,2,141,194,101,421,193,28,33
26103000500,26, Michigan,103, Marquette County,93,8,10,40,12,23,0,0,0
26103000600,26, Michigan,103, Marquette County,1273,18,157,325,153,444,131,39,6
26103000700,26, Michigan,103, Marquette County,2021,56,372,373,277,644,236,32,31
26103001100,26, Michigan,103, Marquette County,1381,44,224,332,134,367,143,72,65
26103001200,26, Michigan,103, Marquette County,3900,141,875,778,502,1138,326,60,80
26103001300,26, Michigan,103, Marquette County,2630,141,810,633,221,602,175,34,14
26103001500,26, Michigan,103, Marquette County,2255,108,563,470,304,544,141,82,43
26103001600,26, Michigan,103, Marquette County,1547,33,377,259,182,503,165,5,23
26103001700,26, Michigan,103, Marquette County,1492,61,653,255,109,382,25,0,7
26103001800,26, Michigan,103, Marquette County,1883,74,549,429,194,461,169,7,0
26103001900,26, Michigan,103, Marquette County,854,96,220,290,53,146,26,13,10
26103002000,26, Michigan,103, Marquette County,1484,82,591,338,217,223,22,11,0
26103002100,26, Michigan,103, Marquette County,2180,113,654,454,304,439,174,42,0
26103002200,26, Michigan,103, Marquette County,2034,120,853,474,147,332,80,4,24
26103002300,26, Michigan,103, Marquette County,1651,66,753,372,120,228,83,12,17
26103002400,26, Michigan,103, Marquette County,1619,63,514,538,253,196,49,6,0
26103002500,26, Michigan,103, Marquette County,1534,68,630,395,150,279,12,0,0
26103002600,26, Michigan,103, Marquette County,1907,67,489,702,232,269,135,0,13
26103002801,26, Michigan,103, Marquette County,2062,127,409,374,95,722,231,47,57
26103002802,26, Michigan,103, Marquette County,1759,205,659,260,115,365,91,30,34
26103002901,26, Michigan,103, Marquette County,2522,162,669,643,234,413,286,68,47
26103002902,26, Michigan,103, Marquette County,868,10,377,174,79,172,28,4,24
26103990000,26, Michigan,103, Marquette County,0,0,0,0,0,0,0,0,0
26097950100,26, Michigan,097, Mackinac County,1228,40,313,256,66,299,152,78,24
26097950200,26, Michigan,097, Mackinac County,1825,187,683,482,122,199,126,19,7
26097950300,26, Michigan,097, Mackinac County,1479,97,513,350,159,274,86,0,0
26097950400,26, Michigan,097, Mackinac County,2186,150,792,483,166,394,146,36,19
26097950500,26, Michigan,097, Mackinac County,1792,153,792,369,148,194,99,26,11
26097990000,26, Michigan,097, Mackinac County,0,0,0,0,0,0,0,0,0
26019000101,26, Michigan,019, Benzie County,3456,159,973,865,371,785,288,0,15
26019000102,26, Michigan,019, Benzie County,2290,245,846,581,187,308,112,11,0
26019000200,26, Michigan,019, Benzie County,2433,103,754,510,259,430,268,80,29
26019000300,26, Michigan,019, Benzie County,1747,107,346,330,131,485,246,66,36
26019000400,26, Michigan,019, Benzie County,1555,165,445,215,84,289,260,59,38
26019000500,26, Michigan,019, Benzie County,2308,125,714,532,269,416,207,29,16
26019990000,26, Michigan,019, Benzie County,0,0,0,0,0,0,0,0,0
26079950201,26, Michigan,079, Kalkaska County,1701,101,741,386,79,303,69,16,6
26079950202,26, Michigan,079, Kalkaska County,1919,230,754,438,203,183,91,0,20
26079950300,26, Michigan,079, Kalkaska County,3432,452,1270,918,258,276,188,49,21
26079950400,26, Michigan,079, Kalkaska County,2801,402,1049,721,209,289,90,27,14
26079950601,26, Michigan,079, Kalkaska County,1813,179,581,413,190,247,141,41,21
26079950602,26, Michigan,079, Kalkaska County,1326,137,572,330,126,105,35,21,0
26041970100,26, Michigan,041, Delta County,1356,145,489,293,121,209,90,6,3
26041970200,26, Michigan,041, Delta County,1656,106,561,386,262,218,100,9,14
26041970300,26, Michigan,041, Delta County,1789,129,667,547,182,161,73,24,6
26041970400,26, Michigan,041, Delta County,3914,248,1328,469,634,786,318,75,56
26041970500,26, Michigan,041, Delta County,3671,155,1417,914,664,414,70,35,2
26041970600,26, Michigan,041, Delta County,2816,139,1263,608,348,387,59,12,0
26041970700,26, Michigan,041, Delta County,2616,137,917,782,277,346,127,30,0
26041970800,26, Michigan,041, Delta County,3262,415,1249,548,676,275,55,34,10
26041970900,26, Michigan,041, Delta County,1910,169,627,336,267,347,55,109,0
26041971000,26, Michigan,041, Delta County,1659,194,564,474,212,138,77,0,0
26041971100,26, Michigan,041, Delta County,2534,248,575,698,388,469,139,0,17
26041990000,26, Michigan,041, Delta County,0,0,0,0,0,0,0,0,0
26041990100,26, Michigan,041, Delta County,0,0,0,0,0,0,0,0,0
26069000101,26, Michigan,069, Iosco County,1160,235,488,298,57,77,5,0,0
26069000102,26, Michigan,069, Iosco County,832,73,355,185,122,50,21,19,7
26069000201,26, Michigan,069, Iosco County,1979,118,629,573,226,230,144,51,8
26069000202,26, Michigan,069, Iosco County,1095,72,348,363,49,150,85,17,11
26069000300,26, Michigan,069, Iosco County,2264,100,731,767,390,206,57,0,13
26069000400,26, Michigan,069, Iosco County,2610,356,864,666,314,291,111,0,8
26069000500,26, Michigan,069, Iosco County,3017,159,1252,777,233,244,316,27,9
26069000600,26, Michigan,069, Iosco County,2046,152,920,426,148,240,109,42,9
26069000700,26, Michigan,069, Iosco County,1988,311,712,450,242,149,96,20,8
26069000800,26, Michigan,069, Iosco County,1263,225,507,304,107,59,54,3,4
26069000900,26, Michigan,069, Iosco County,1364,196,541,250,124,186,49,16,2
26069990000,26, Michigan,069, Iosco County,0,0,0,0,0,0,0,0,0
26003000100,26, Michigan,003, Alger County,2654,157,1181,627,229,315,113,18,14
26003000200,26, Michigan,003, Alger County,1678,48,543,381,128,417,138,11,12
26003000300,26, Michigan,003, Alger County,2230,206,1076,430,197,233,72,5,11
26003990000,26, Michigan,003, Alger County,0,0,0,0,0,0,0,0,0
26109960100,26, Michigan,109, Menominee County,2641,241,1080,509,408,268,112,8,15
26109960200,26, Michigan,109, Menominee County,2875,267,1180,571,394,329,97,10,27
26109960300,26, Michigan,109, Menominee County,1695,64,681,482,265,161,32,10,0
26109960400,26, Michigan,109, Menominee County,2563,116,942,541,344,451,131,14,24
26109960500,26, Michigan,109, Menominee County,2100,151,1166,262,151,222,137,11,0
26109960600,26, Michigan,109, Menominee County,2760,142,1210,627,327,228,209,17,0
26109960700,26, Michigan,109, Menominee County,2892,304,1177,743,262,293,62,10,41
26109990000,26, Michigan,109, Menominee County,0,0,0,0,0,0,0,0,0
26021000300,26, Michigan,021, Berrien County,806,164,419,104,56,52,11,0,0
26021000400,26, Michigan,021, Berrien County,1178,273,395,350,69,74,17,0,0
26021000500,26, Michigan,021, Berrien County,1227,384,371,352,80,39,0,0,1
26021000600,26, Michigan,021, Berrien County,2147,237,684,836,181,151,43,0,15
26021000700,26, Michigan,021, Berrien County,2355,256,641,486,160,417,306,89,0
26021000801,26, Michigan,021, Berrien County,1649,44,213,258,118,642,234,78,62
26021000802,26, Michigan,021, Berrien County,2084,99,417,416,262,504,386,0,0
26021000900,26, Michigan,021, Berrien County,1589,78,316,239,153,420,299,75,9
26021001000,26, Michigan,021, Berrien County,1436,34,220,384,108,378,223,58,31
26021001100,26, Michigan,021, Berrien County,2976,45,435,582,512,940,378,39,45
26021001300,26, Michigan,021, Berrien County,1597,2,223,329,177,450,321,56,39
26021001400,26, Michigan,021, Berrien County,3109,25,430,697,344,1141,397,56,19
26021001500,26, Michigan,021, Berrien County,2379,34,468,581,169,711,305,79,32
26021001600,26, Michigan,021, Berrien County,1764,5,498,357,193,420,225,41,25
26021001700,26, Michigan,021, Berrien County,3142,142,629,601,317,971,398,56,28
26021001800,26, Michigan,021, Berrien County,3729,194,714,640,341,1258,457,83,42
26021001900,26, Michigan,021, Berrien County,1680,278,490,380,150,205,144,13,20
26021002000,26, Michigan,021, Berrien County,2375,369,816,728,165,160,137,0,0
26021002100,26, Michigan,021, Berrien County,1343,354,400,367,75,103,20,0,24
26021002200,26, Michigan,021, Berrien County,1238,460,276,317,1,92,85,0,7
26021002300,26, Michigan,021, Berrien County,1330,339,605,224,41,75,46,0,0
26021002400,26, Michigan,021, Berrien County,1350,119,459,398,140,172,54,4,4
26021002500,26, Michigan,021, Berrien County,1544,141,429,344,160,229,151,90,0
26021010100,26, Michigan,021, Berrien County,2309,122,713,548,242,399,198,63,24
26021010201,26, Michigan,021, Berrien County,2422,120,852,646,216,445,132,11,0
26021010202,26, Michigan,021, Berrien County,2054,212,832,500,48,203,216,18,25
26021010300,26, Michigan,021, Berrien County,3308,518,996,801,338,405,231,19,0
26021010400,26, Michigan,021, Berrien County,1865,134,453,659,207,347,58,0,7
26021010500,26, Michigan,021, Berrien County,1647,157,515,444,187,245,92,7,0
26021010600,26, Michigan,021, Berrien County,3556,323,863,788,446,687,284,6,159
26021011000,26, Michigan,021, Berrien County,2103,162,455,548,395,353,122,64,4
26021011101,26, Michigan,021, Berrien County,1888,128,286,489,233,505,199,42,6
26021011102,26, Michigan,021, Berrien County,2293,101,761,512,415,261,196,22,25
26021011201,26, Michigan,021, Berrien County,1317,32,372,228,81,373,177,41,13
26021011202,26, Michigan,021, Berrien County,1116,35,287,154,175,272,150,43,0
26021011301,26, Michigan,021, Berrien County,1475,106,451,254,120,298,150,54,42
26021011302,26, Michigan,021, Berrien County,1709,67,330,225,148,433,315,139,52
26021011400,26, Michigan,021, Berrien County,1590,111,592,381,234,167,81,13,11
26021011500,26, Michigan,021, Berrien County,985,58,354,338,111,77,36,2,9
26021011600,26, Michigan,021, Berrien County,1288,119,585,365,112,80,22,5,0
26021020100,26, Michigan,021, Berrien County,1868,179,587,440,319,233,68,18,24
26021020200,26, Michigan,021, Berrien County,3546,307,1198,1117,250,515,113,31,15
26021020300,26, Michigan,021, Berrien County,2008,100,628,377,256,332,172,119,24
26021020400,26, Michigan,021, Berrien County,2975,106,806,659,484,597,239,27,57
26021020500,26, Michigan,021, Berrien County,1915,307,617,614,196,80,95,0,6
26021020600,26, Michigan,021, Berrien County,2436,158,606,750,264,433,181,36,8
26021020700,26, Michigan,021, Berrien County,2181,291,807,727,41,193,81,0,41
26021020900,26, Michigan,021, Berrien County,2631,200,989,712,220,392,118,0,0
26021021000,26, Michigan,021, Berrien County,3075,328,1084,807,470,199,91,0,96
26021021100,26, Michigan,021, Berrien County,1469,149,613,262,178,174,83,5,5
26021021200,26, Michigan,021, Berrien County,1248,64,635,345,88,63,48,0,5
26021021300,26, Michigan,021, Berrien County,2372,134,294,318,234,735,423,33,201
26021021400,26, Michigan,021, Berrien County,3374,137,780,599,366,750,419,51,272
26021990000,26, Michigan,021, Berrien County,0,0,0,0,0,0,0,0,0
26071000100,26, Michigan,071, Iron County,1819,125,747,391,185,250,82,8,31
26071000200,26, Michigan,071, Iron County,1433,121,442,279,198,245,103,37,8
26071000300,26, Michigan,071, Iron County,1746,141,911,289,110,207,82,6,0
26071000400,26, Michigan,071, Iron County,1817,102,741,425,207,229,99,12,2
26071000500,26, Michigan,071, Iron County,2115,160,930,451,202,216,119,19,18
26037010104,26, Michigan,037, Clinton County,2589,119,542,535,238,610,300,143,102
26037010105,26, Michigan,037, Clinton County,2437,128,402,411,365,667,349,47,68
26037010107,26, Michigan,037, Clinton County,2982,158,542,626,244,994,297,120,1
26037010108,26, Michigan,037, Clinton County,3133,118,471,655,254,868,539,199,29
26037010201,26, Michigan,037, Clinton County,1807,47,659,427,311,247,83,25,8
26037010203,26, Michigan,037, Clinton County,907,176,317,221,76,87,30,0,0
26037010204,26, Michigan,037, Clinton County,1544,34,253,290,303,373,198,49,44
26037010300,26, Michigan,037, Clinton County,4140,122,720,925,582,1127,489,62,113
26037010400,26, Michigan,037, Clinton County,3370,147,838,963,449,718,213,24,18
26037010500,26, Michigan,037, Clinton County,2348,168,633,661,255,489,129,2,11
26037010600,26, Michigan,037, Clinton County,1746,97,678,528,155,217,52,11,8
26037010701,26, Michigan,037, Clinton County,1493,78,558,476,160,134,75,2,10
26037010702,26, Michigan,037, Clinton County,1779,103,743,482,200,237,7,7,0
26037010801,26, Michigan,037, Clinton County,2556,147,668,764,318,434,191,34,0
26037010802,26, Michigan,037, Clinton County,2742,114,713,857,387,471,153,6,41
26037010901,26, Michigan,037, Clinton County,2127,222,707,568,211,321,94,4,0
26037010902,26, Michigan,037, Clinton County,3114,78,1005,719,565,502,187,37,21
26037011001,26, Michigan,037, Clinton County,2475,180,942,679,331,217,102,17,7
26037011002,26, Michigan,037, Clinton County,2580,100,717,681,219,571,155,103,34
26037011101,26, Michigan,037, Clinton County,3494,187,772,811,629,690,304,66,35
26037011105,26, Michigan,037, Clinton County,2252,120,575,399,216,614,209,76,43
26037011106,26, Michigan,037, Clinton County,2777,15,574,730,301,535,340,226,56
26037011200,26, Michigan,037, Clinton County,768,42,128,214,127,116,124,0,17
26053950200,26, Michigan,053, Gogebic County,1716,59,624,479,257,207,63,19,8
26053950300,26, Michigan,053, Gogebic County,1718,31,552,304,456,285,80,10,0
26053950500,26, Michigan,053, Gogebic County,1799,105,668,464,273,240,37,0,12
26053950600,26, Michigan,053, Gogebic County,2271,93,745,499,376,288,89,110,71
26053950700,26, Michigan,053, Gogebic County,1781,36,427,481,280,340,191,15,11
26053950800,26, Michigan,053, Gogebic County,2040,106,698,525,254,307,106,38,6
26053990000,26, Michigan,053, Gogebic County,0,0,0,0,0,0,0,0,0
26043950100,26, Michigan,043, Dickinson County,1113,62,385,262,153,149,67,14,21
26043950200,26, Michigan,043, Dickinson County,3429,77,1046,791,541,617,291,58,8
26043950300,26, Michigan,043, Dickinson County,3595,198,1311,833,573,550,112,9,9
26043950400,26, Michigan,043, Dickinson County,3007,136,967,918,328,521,137,0,0
26043950500,26, Michigan,043, Dickinson County,2159,74,542,660,295,414,166,8,0
26043950600,26, Michigan,043, Dickinson County,3148,123,1197,920,352,375,119,36,26
26043950700,26, Michigan,043, Dickinson County,2591,96,718,545,392,516,241,42,41
26065000100,26, Michigan,065, Ingham County,1343,166,464,448,98,77,77,1,12
26065000400,26, Michigan,065, Ingham County,1724,134,244,420,73,446,303,32,72
26065000600,26, Michigan,065, Ingham County,1278,77,255,279,127,332,163,17,28
26065000700,26, Michigan,065, Ingham County,1511,217,308,406,97,386,64,18,15
26065000800,26, Michigan,065, Ingham County,1516,333,311,511,48,195,84,29,5
26065001000,26, Michigan,065, Ingham County,1566,49,248,445,156,349,218,65,36
26065001200,26, Michigan,065, Ingham County,1306,180,401,271,167,238,42,7,0
26065001703,26, Michigan,065, Ingham County,3285,109,567,1142,195,706,278,138,150
26065002000,26, Michigan,065, Ingham County,1922,305,585,341,281,254,105,46,5
26065002101,26, Michigan,065, Ingham County,1293,218,392,474,71,82,48,2,6
26065002200,26, Michigan,065, Ingham County,1241,66,183,226,81,354,245,30,56
26065002300,26, Michigan,065, Ingham County,2071,219,289,676,257,337,219,57,17
26065002600,26, Michigan,065, Ingham County,1247,196,459,317,135,69,58,6,7
26065002700,26, Michigan,065, Ingham County,2230,145,813,481,282,393,115,1,0
26065002800,26, Michigan,065, Ingham County,1696,38,502,433,231,356,133,0,3
26065002901,26, Michigan,065, Ingham County,2245,46,306,688,238,616,283,48,20
26065002902,26, Michigan,065, Ingham County,1966,108,198,158,189,562,550,15,186
26065003103,26, Michigan,065, Ingham County,4233,136,793,962,302,988,664,268,120
26065003200,26, Michigan,065, Ingham County,1197,202,439,341,61,115,39,0,0
26065003301,26, Michigan,065, Ingham County,1833,127,605,491,246,271,55,21,17
26065003302,26, Michigan,065, Ingham County,1489,48,203,365,259,384,163,26,41
26065003400,26, Michigan,065, Ingham County,1681,0,474,478,217,321,171,9,11
26065003500,26, Michigan,065, Ingham County,2180,276,781,658,138,251,40,36,0
26065003601,26, Michigan,065, Ingham County,2490,228,777,519,288,364,314,0,0
26065003602,26, Michigan,065, Ingham County,1969,341,746,379,185,238,63,1,16
26065003700,26, Michigan,065, Ingham County,3024,331,1051,537,510,434,148,13,0
26065003801,26, Michigan,065, Ingham County,2798,33,530,368,221,652,458,293,243
26065003802,26, Michigan,065, Ingham County,2106,33,219,346,103,731,352,81,241
26065003901,26, Michigan,065, Ingham County,1420,42,216,135,53,353,434,124,63
26065003902,26, Michigan,065, Ingham County,1933,62,294,330,71,566,223,189,198
26065004000,26, Michigan,065, Ingham County,2153,85,141,114,68,747,463,145,390
26065004100,26, Michigan,065, Ingham County,318,4,58,115,3,65,31,6,36
26065004301,26, Michigan,065, Ingham County,2480,51,347,505,127,757,346,145,202
26065004302,26, Michigan,065, Ingham County,296,15,33,59,8,101,72,0,8
26065004402,26, Michigan,065, Ingham County,256,0,5,22,0,55,100,10,64
26065004403,26, Michigan,065, Ingham County,711,11,17,48,23,278,250,36,48
26065004490,26, Michigan,065, Ingham County,40,0,0,11,0,21,0,0,8
26065004491,26, Michigan,065, Ingham County,16,0,0,8,0,0,0,0,8
26065004492,26, Michigan,065, Ingham County,47,0,0,32,0,6,0,0,9
26065004493,26, Michigan,065, Ingham County,64,0,0,44,4,16,0,0,0
26065004494,26, Michigan,065, Ingham County,10,0,0,0,0,10,0,0,0
26065004500,26, Michigan,065, Ingham County,2290,54,201,432,266,736,287,205,109
26065004600,26, Michigan,065, Ingham County,3039,25,223,351,192,1108,548,304,288
26065004700,26, Michigan,065, Ingham County,2372,104,588,492,160,449,386,78,115
26065004801,26, Michigan,065, Ingham County,3034,108,442,831,265,673,477,86,152
26065004802,26, Michigan,065, Ingham County,2345,10,235,408,203,807,465,135,82
26065004902,26, Michigan,065, Ingham County,2186,93,221,130,119,756,400,153,314
26065004903,26, Michigan,065, Ingham County,1703,46,272,188,20,502,372,51,252
26065004904,26, Michigan,065, Ingham County,3102,109,202,372,126,828,781,231,453
26065005002,26, Michigan,065, Ingham County,2807,111,321,278,180,842,534,177,364
26065005003,26, Michigan,065, Ingham County,2678,12,178,199,177,752,666,237,457
26065005004,26, Michigan,065, Ingham County,2792,23,201,216,148,1032,793,88,291
26065005100,26, Michigan,065, Ingham County,1919,178,494,613,270,288,28,26,22
26065005201,26, Michigan,065, Ingham County,3284,409,1043,920,561,242,103,0,6
26065005202,26, Michigan,065, Ingham County,2430,50,265,547,428,832,171,97,40
26065005303,26, Michigan,065, Ingham County,3396,391,1033,825,357,669,121,0,0
26065005304,26, Michigan,065, Ingham County,1996,293,655,568,109,248,108,0,15
26065005305,26, Michigan,065, Ingham County,2429,21,184,506,169,606,632,270,41
26065005306,26, Michigan,065, Ingham County,2261,191,442,696,170,425,233,79,25
26065005401,26, Michigan,065, Ingham County,2407,137,533,630,267,537,273,12,18
26065005402,26, Michigan,065, Ingham County,2541,294,811,559,193,478,165,25,16
26065005501,26, Michigan,065, Ingham County,4392,253,906,1085,328,1125,415,249,31
26065005502,26, Michigan,065, Ingham County,4547,317,1088,955,431,1111,424,121,100
26065005600,26, Michigan,065, Ingham County,2033,114,334,458,176,609,249,43,50
26065005700,26, Michigan,065, Ingham County,3756,106,670,769,450,969,563,104,125
26065005800,26, Michigan,065, Ingham County,3973,145,747,899,273,1100,469,293,47
26065005900,26, Michigan,065, Ingham County,3662,193,1258,872,413,496,295,73,62
26065006001,26, Michigan,065, Ingham County,2462,259,977,491,232,349,151,3,0
26065006002,26, Michigan,065, Ingham County,2778,138,729,876,287,466,257,11,14
26065006100,26, Michigan,065, Ingham County,3054,143,915,937,332,496,183,18,30
26065006200,26, Michigan,065, Ingham County,3193,200,962,977,381,466,147,13,47
26065006301,26, Michigan,065, Ingham County,3708,233,1097,583,420,850,346,106,73
26065006302,26, Michigan,065, Ingham County,2749,112,618,612,316,705,260,107,19
26065006401,26, Michigan,065, Ingham County,2888,108,638,853,285,697,261,20,26
26065006402,26, Michigan,065, Ingham County,1985,88,816,555,237,200,77,6,6
26065006500,26, Michigan,065, Ingham County,2328,146,400,499,203,832,200,3,45
26065006600,26, Michigan,065, Ingham County,1874,375,290,384,175,347,248,41,14
26065006700,26, Michigan,065, Ingham County,2928,278,711,649,126,769,291,95,9
26065006800,26, Michigan,065, Ingham County,2479,351,613,572,542,315,69,8,9
26065007000,26, Michigan,065, Ingham County,4115,324,731,1416,483,778,320,25,38
26065980000,26, Michigan,065, Ingham County,5,1,3,1,0,0,0,0,0
26065980100,26, Michigan,065, Ingham County,15,0,11,0,0,0,4,0,0
26065980200,26, Michigan,065, Ingham County,0,0,0,0,0,0,0,0,0
26065980300,26, Michigan,065, Ingham County,0,0,0,0,0,0,0,0,0
26045020101,26, Michigan,045, Eaton County,2691,84,366,460,214,854,394,79,240
26045020102,26, Michigan,045, Eaton County,2260,99,663,582,222,525,102,20,47
26045020103,26, Michigan,045, Eaton County,2521,238,376,618,252,634,253,67,83
26045020104,26, Michigan,045, Eaton County,2646,188,445,834,408,589,170,0,12
26045020201,26, Michigan,045, Eaton County,1945,43,420,573,145,476,159,92,37
26045020202,26, Michigan,045, Eaton County,3244,138,1141,916,295,464,250,26,14
26045020302,26, Michigan,045, Eaton County,5189,129,552,938,774,1784,825,94,93
26045020303,26, Michigan,045, Eaton County,2337,73,504,512,277,534,300,114,23
26045020305,26, Michigan,045, Eaton County,972,29,180,163,136,295,134,19,16
26045020306,26, Michigan,045, Eaton County,3378,174,431,468,356,1448,401,53,47
26045020402,26, Michigan,045, Eaton County,1986,50,527,366,212,333,368,89,41
26045020403,26, Michigan,045, Eaton County,1722,38,371,508,280,407,78,40,0
26045020404,26, Michigan,045, Eaton County,3553,74,961,1040,421,820,210,10,17
26045020500,26, Michigan,045, Eaton County,2846,179,834,796,248,685,89,2,13
26045020601,26, Michigan,045, Eaton County,2590,72,848,834,271,487,78,0,0
26045020602,26, Michigan,045, Eaton County,2473,173,763,672,265,428,154,6,12
26045020700,26, Michigan,045, Eaton County,2789,323,1088,754,278,262,53,20,11
26045020800,26, Michigan,045, Eaton County,3358,282,1164,1047,393,354,105,10,3
26045020901,26, Michigan,045, Eaton County,1900,228,657,474,232,247,56,6,0
26045020902,26, Michigan,045, Eaton County,2900,157,1013,832,342,410,119,10,17
26045021001,26, Michigan,045, Eaton County,3132,160,1302,852,208,382,154,47,27
26045021002,26, Michigan,045, Eaton County,3137,127,1034,1050,307,356,225,13,25
26045021100,26, Michigan,045, Eaton County,3149,184,1131,766,246,566,182,63,11
26045021201,26, Michigan,045, Eaton County,2093,107,536,711,239,409,91,0,0
26045021202,26, Michigan,045, Eaton County,2337,118,697,648,318,313,182,54,7
26045021301,26, Michigan,045, Eaton County,1973,154,786,370,215,334,106,8,0
26045021302,26, Michigan,045, Eaton County,1930,167,597,652,280,56,84,36,58
26045021401,26, Michigan,045, Eaton County,2747,152,652,957,316,415,221,22,12
26045021402,26, Michigan,045, Eaton County,3683,117,714,1181,488,905,204,29,45
26029000100,26, Michigan,029, Charlevoix County,1220,118,473,256,150,143,68,7,5
26029000200,26, Michigan,029, Charlevoix County,964,32,232,224,127,231,82,24,12
26029000300,26, Michigan,029, Charlevoix County,1619,50,414,359,158,367,201,46,24
26029000400,26, Michigan,029, Charlevoix County,2214,106,526,489,266,480,242,83,22
26029000500,26, Michigan,029, Charlevoix County,542,11,104,129,39,120,79,31,29
26029000800,26, Michigan,029, Charlevoix County,2191,108,581,455,233,546,200,48,20
26029000900,26, Michigan,029, Charlevoix County,1673,30,269,326,171,496,245,117,19
26029001000,26, Michigan,029, Charlevoix County,1669,126,647,331,147,262,125,24,7
26029001100,26, Michigan,029, Charlevoix County,1153,209,420,220,127,118,53,6,0
26029001200,26, Michigan,029, Charlevoix County,2452,97,744,579,267,413,314,30,8
26029001300,26, Michigan,029, Charlevoix County,1089,56,222,300,141,238,89,22,21
26029001400,26, Michigan,029, Charlevoix County,1033,38,351,257,123,192,68,4,0
26029001500,26, Michigan,029, Charlevoix County,1739,56,411,631,170,308,73,87,3
26029990000,26, Michigan,029, Charlevoix County,0,0,0,0,0,0,0,0,0
26157000100,26, Michigan,157, Tuscola County,2992,235,1306,568,441,272,114,31,25
26157000200,26, Michigan,157, Tuscola County,2310,162,1065,504,310,197,61,8,3
26157000300,26, Michigan,157, Tuscola County,2116,193,957,384,256,197,110,17,2
26157000400,26, Michigan,157, Tuscola County,2311,223,1008,460,197,285,118,12,8
26157000500,26, Michigan,157, Tuscola County,3341,397,1453,639,331,315,166,20,20
26157000600,26, Michigan,157, Tuscola County,3166,387,1252,523,456,383,117,38,10
26157000700,26, Michigan,157, Tuscola County,2882,264,1587,438,258,262,53,7,13
26157000800,26, Michigan,157, Tuscola County,2705,145,996,676,279,438,135,29,7
26157000900,26, Michigan,157, Tuscola County,3320,338,1544,676,240,334,188,0,0
26157001000,26, Michigan,157, Tuscola County,4153,211,2136,915,259,455,152,0,25
26157001100,26, Michigan,157, Tuscola County,2556,201,1149,505,250,278,144,13,16
26157001200,26, Michigan,157, Tuscola County,3200,159,1640,898,167,258,49,19,10
26157001300,26, Michigan,157, Tuscola County,3433,343,1402,764,448,303,151,12,10
26157990000,26, Michigan,157, Tuscola County,0,0,0,0,0,0,0,0,0
26017280300,26, Michigan,017, Bay County,802,108,228,271,54,103,38,0,0
